inicio-semana,preco-pesado,preco-medio,preco-leve,geracao-hidraulica,geracao-termica,carga-energia,reservatorio-EARM,reservatorio-ENA
1/19/2008,"569,59","569,59","569,59","3958,86","0,00","3464,71","29,49","40,00"
1/26/2008,"550,28","550,28","550,28","4698,86","0,00","3490,86","29,80","44,57"
2/2/2008,"256,05","256,05","253,32","5337,14","0,00","3437,71","32,40","61,43"
2/9/2008,"124,75","122,93","122,33","5763,43","0,00","3568,00","36,13","71,00"
2/16/2008,"163,45","163,45","155,84","6014,86","0,00","3531,00","39,84","74,43"
2/23/2008,"217,48","216,94","207,36","6168,43","0,00","3594,43","43,57","74,71"
3/1/2008,"137,69","135,19","135,19","6040,00","0,00","3536,14","48,24","67,71"
3/8/2008,"127,15","125,78","124,86","6296,57","0,00","3578,29","56,04","76,00"
3/15/2008,"168,71","167,60","167,60","5980,86","0,00","3506,86","67,20","83,14"
3/22/2008,"80,48","71,08","63,99","6879,00","0,00","3632,14","79,63","89,57"
3/29/2008,"85,80","85,23","15,47","6854,14","0,00","3603,86","87,19","106,29"
4/5/2008,"113,25","113,25","15,47","5919,00","0,00","3523,57","92,29","121,86"
4/12/2008,"70,01","68,18","15,47","6688,57","0,00","3626,00","94,00","121,14"
4/19/2008,"48,74","43,94","15,47","6624,71","0,00","3634,57","94,77","115,00"
4/26/2008,"42,11","41,33","15,47","6739,00","0,00","3602,29","95,17","119,14"
5/3/2008,"29,66","29,32","15,47","14795,00","0,00","3564,29","95,84","139,57"
5/10/2008,"15,47","15,47","15,47","6662,57","0,00","3633,57","95,94","141,43"
5/17/2008,"34,77","34,29","15,47","6756,00","0,00","3710,00","95,97","134,71"
5/24/2008,"51,62","51,11","15,47","6871,00","0,00","3694,43","95,83","123,71"
5/31/2008,"72,61","71,85","71,85","6509,00","0,00","3636,43","94,51","130,57"
6/7/2008,"77,02","76,16","76,03","3930,29","0,00","3633,43","93,47","115,14"
6/14/2008,"71,74","70,51","69,88","3752,00","0,00","3654,29","93,40","103,00"
6/21/2008,"77,73","76,72","76,72","3821,71","0,00","3639,57","92,74","96,00"
6/28/2008,"89,07","88,11","88,11","3709,29","0,00","3622,29","90,63","96,00"
7/5/2008,"91,79","91,32","91,32","3584,71","0,00","3627,86","88,39","97,43"
7/12/2008,"103,31","102,58","102,53","3538,71","0,00","3592,43","85,23","91,71"
7/19/2008,"111,69","110,23","110,12","3525,57","0,00","3633,71","81,80","85,00"
7/26/2008,"147,75","146,66","145,35","3204,14","0,00","3626,43","78,70","81,00"
8/2/2008,"140,43","138,64","138,25","3068,00","0,00","3711,00","75,70","86,57"
8/9/2008,"121,54","117,87","117,49","3015,00","0,00","3683,57","72,39","82,71"
8/16/2008,"81,49","80,13","77,05","2839,00","0,00","3701,43","69,03","78,57"
8/23/2008,"74,29","72,65","69,38","2828,86","0,00","3708,29","65,84","74,71"
9/6/2008,"109,04","105,83","105,62","3096,86","0,00","3712,43","58,00","79,43"
9/13/2008,"122,97","119,06","118,04","2555,57","0,00","3758,43","54,14","73,14"
9/20/2008,"126,19","121,19","120,97","2812,29","0,00","3727,43","50,84","70,71"
9/27/2008,"101,80","100,39","100,23","2921,00","0,00","3779,86","47,19","63,86"
10/4/2008,"98,98","98,10","97,53","3073,14","0,00","3707,71","42,81","65,29"
10/11/2008,"76,91","75,98","74,28","2789,43","0,00","3760,14","39,57","70,14"
10/18/2008,"94,07","93,23","93,20","2303,71","0,00","3780,00","36,09","64,86"
10/25/2008,"100,76","99,75","98,71","2053,29","0,00","3718,71","33,43","64,14"
11/1/2008,"105,42","105,39","103,73","1961,71","0,00","3689,00","31,47","31,86"
11/8/2008,"120,15","120,12","115,28","2221,29","0,00","3751,00","29,36","39,86"
11/15/2008,"113,85","113,75","109,17","2302,00","0,00","3548,29","27,23","43,29"
11/22/2008,"93,74","93,60","91,04","2507,14","0,00","3674,43","25,67","50,00"
11/29/2008,"97,08","95,35","95,35","2589,43","0,00","3652,00","24,84","52,14"
12/6/2008,"103,56","103,56","103,42","2859,86","0,00","3635,43","25,31","64,86"
12/13/2008,"113,15","113,15","113,15","2840,14","0,00","3701,86","26,60","74,57"
12/20/2008,"91,74","91,74","91,34","2783,57","0,00","3552,43","29,73","80,14"
12/27/2008,"74,16","74,10","74,10","2059,00","0,00","2507,14","33,62","88,60"
1/3/2009,"26,95","26,95","25,86","4550,43","0,00","3596,71","37,20","77,14"
1/10/2009,"62,08","61,21","61,21","4854,71","0,00","3663,71","38,10","71,57"
1/17/2009,"127,66","125,44","125,44","5184,43","0,00","3543,57","38,57","72,86"
1/24/2009,"107,59","107,59","107,59","5888,86","0,00","3545,43","39,67","75,00"
1/31/2009,"16,31","16,31","16,31","5837,86","0,00","3491,71","40,86","69,57"
2/7/2009,"27,06","27,06","27,06","6058,57","0,00","3543,14","41,53","66,29"
2/14/2009,"13,34","43,44","42,76","5857,71","0,00","3485,71","44,56","67,86"
2/21/2009,"16,31","16,31","16,31","5787,86","0,00","3396,14","52,07","74,43"
2/28/2009,"64,42","61,47","59,91","6951,29","0,00","3607,14","62,49","93,14"
3/7/2009,"16,31","16,31","16,31","6962,43","0,00","3589,57","70,89","89,57"
3/14/2009,"16,31","16,31","16,31","7133,71","0,00","3568,57","77,07","85,86"
3/21/2009,"16,31","16,31","16,31","6577,57","0,00","3558,00","85,53","85,57"
3/28/2009,"16,31","16,31","16,31","6295,71","0,00","3570,14","91,97","85,86"
4/4/2009,"16,31","16,31","16,31","6278,57","0,00","3532,43","94,47","86,57"
4/11/2009,"16,31","16,31","16,31","5697,00","0,00","3490,14","96,01","91,86"
4/18/2009,"16,31","16,31","16,31","5649,86","0,00","3550,29","96,69","98,14"
4/25/2009,"16,31","16,31","16,31","6199,14","0,00","3575,00","97,79","114,00"
5/2/2009,"16,31","16,31","16,31","5909,71","0,00","3534,57","98,40","196,57"
5/9/2009,"16,31","16,31","16,31","6341,29","0,00","3537,57","98,89","210,29"
5/16/2009,"16,31","16,31","16,31","6168,57","0,00","3510,57","99,01","208,43"
5/23/2009,"16,31","16,31","16,31","6691,00","0,00","3583,71","98,97","201,57"
5/30/2009,"16,31","16,31","16,31","7003,86","0,00","3639,57","98,81","264,43"
6/6/2009,"16,31","16,31","16,31","7279,71","0,00","3631,71","99,49","256,43"
6/13/2009,"16,31","16,31","16,31","6802,14","0,00","3658,00","99,50","225,29"
6/20/2009,"31,07","30,17","30,17","5728,43","0,00","3608,71","98,53","197,71"
6/27/2009,"43,08","43,08","43,08","5146,29","0,00","3557,14","97,01","174,71"
7/4/2009,"30,40","30,40","30,40","5151,00","0,00","3596,57","94,34","157,57"
7/11/2009,"25,45","25,45","25,45","4466,71","0,00","3574,43","91,57","145,71"
7/18/2009,"17,32","17,32","17,31","4154,29","0,00","3516,43","88,71","136,29"
7/25/2009,"21,67","21,50","21,45","3898,86","0,00","3566,71","85,79","128,57"
8/1/2009,"16,31","16,31","16,31","3876,00","0,00","3547,57","82,66","131,43"
8/8/2009,"16,31","16,31","16,31","3868,14","0,00","3616,57","78,59","119,14"
8/15/2009,"16,31","16,31","16,31","3683,14","0,00","3582,43","74,13","108,71"
8/22/2009,"16,31","16,31","16,31","3474,43","0,00","3608,43","70,04","103,86"
8/29/2009,"16,31","16,31","16,31","5990,00","0,00","6804,14","64,58","100,62"
9/5/2009,"16,31","16,31","16,31","3041,29","0,00","3595,57","61,86","104,57"
9/12/2009,"16,31","16,31","16,31","3026,86","0,00","3654,86","58,84","103,71"
9/19/2009,"16,31","16,31","16,31","2409,29","0,00","3618,86","56,04","105,29"
9/26/2009,"16,31","16,31","16,31","2393,71","0,00","3659,00","53,83","101,71"
10/3/2009,"16,31","16,31","16,31","2107,43","0,00","3627,14","51,97","100,43"
10/10/2009,"16,31","16,31","16,31","2523,14","0,00","3584,57","49,73","97,71"
10/17/2009,"16,31","16,31","16,31","2418,29","0,00","3597,86","48,11","104,71"
10/24/2009,"16,31","16,31","16,31","2471,00","0,00","3645,00","47,11","111,57"
10/31/2009,"16,31","16,31","16,31","2458,86","0,00","3580,29","46,99","111,00"
11/7/2009,"16,31","16,31","16,31","2249,57","0,00","3690,86","47,20","133,57"
11/14/2009,"16,31","16,31","16,31","2549,71","0,00","3680,14","48,06","136,43"
11/21/2009,"16,31","16,31","16,31","2876,00","0,00","3665,43","49,37","139,86"
11/28/2009,"16,31","16,31","16,31","3037,86","0,00","3695,43","49,64","102,00"
12/5/2009,"16,31","16,31","16,31","3243,71","0,00","3638,14","51,14","78,29"
12/12/2009,"16,31","16,31","16,31","4556,00","0,00","3673,43","52,23","95,43"
12/19/2009,"16,31","16,31","16,31","4896,71","0,00","3644,43","52,26","105,43"
12/26/2009,"16,31","16,31","16,31","3863,29","0,00","3093,71","53,67","109,50"
