Data,Velocidade,Temperatura,Umidade,Pressão,Direção
1/1/2004,"6,33","29,13","67,67","1010,97","11,00"
1/2/2004,"4,63","29,47","70,33","1010,67","5,67"
1/3/2004,"5,47","29,00","73,00","1010,20","7,67"
1/4/2004,"7,97","30,00","70,00","1009,57","10,67"
1/5/2004,"6,73","29,60","67,67","1009,03","11,00"
1/6/2004,"5,80","30,07","65,33","1009,43","9,33"
1/7/2004,"5,67","30,27","65,00","1009,63","9,33"
1/8/2004,"6,50","30,27","65,67","1008,97","19,67"
1/9/2004,"6,77","30,07","66,33","1009,40","21,33"
1/10/2004,"4,53","29,20","71,67","1009,37","19,67"
1/11/2004,"4,70","29,47","71,33","1010,40","9,33"
1/12/2004,"3,13","28,07","82,00","1011,63","10,67"
1/13/2004,"3,83","28,20","79,00","1011,43","18,00"
1/14/2004,"3,97","27,53","82,33","1010,70","9,00"
1/15/2004,"3,13","27,60","82,67","1011,03","24,33"
1/16/2004,"4,90","29,53","73,33","1009,10","7,67"
1/17/2004,"4,97","29,53","71,00","1008,87","9,33"
1/18/2004,"4,47","27,53","78,67","1011,33","22,67"
1/19/2004,"5,43","27,53","77,33","1010,97","21,00"
1/20/2004,"2,80","27,40","81,33","1010,73","24,33"
1/21/2004,"2,53","26,00","85,00","1011,33","10,67"
1/22/2004,"2,97","25,93","84,67","1009,57","12,33"
1/23/2004,"3,60","27,60","79,33","1009,03","10,67"
1/24/2004,"3,23","28,27","74,00","1010,13","22,67"
1/25/2004,"2,73","27,60","86,00","1011,43","25,67"
1/26/2004,"4,20","26,93","83,67","1012,10","24,33"
1/27/2004,"3,53","25,80","86,33","1011,23","16,67"
1/28/2004,"5,93","24,80","88,67","1012,07","25,67"
1/29/2004,"2,83","27,13","82,67","1011,63","19,67"
1/30/2004,"2,87","25,80","88,00","1011,77","16,67"
1/31/2004,"2,73","27,13","82,67","1012,03","13,67"
2/1/2004,"2,10","25,73","88,67","1012,60","30,00"
2/2/2004,"2,20","27,73","82,33","1011,50","9,33"
2/3/2004,"3,13","28,13","77,33","1010,60","10,67"
2/4/2004,"5,30","26,53","84,67","1010,60","10,67"
2/5/2004,"3,63","26,93","84,33","1010,07","15,33"
2/6/2004,"1,67","27,13","84,67","1010,17","15,33"
2/7/2004,"2,20","27,53","84,00","1009,80","15,00"
2/8/2004,"2,77","26,87","81,00","1011,20","10,67"
2/9/2004,"3,07","28,80","79,33","1011,97","9,33"
2/10/2004,"5,23","28,87","73,00","1010,77","9,33"
2/11/2004,"4,47","29,53","70,00","1010,63","16,67"
2/12/2004,"4,07","29,33","69,00","1011,47","12,33"
2/13/2004,"5,33","29,27","77,00","1011,93","16,67"
2/14/2004,"6,03","26,93","80,67","1012,03","13,67"
2/15/2004,"4,80","27,73","80,67","1010,83","13,67"
2/16/2004,"2,77","27,00","84,67","1011,20","10,67"
2/17/2004,"4,20","28,53","80,00","1011,80","9,33"
2/18/2004,"4,20","29,53","70,67","1011,33","13,67"
2/19/2004,"5,00","28,67","74,33","1010,33","10,67"
2/20/2004,"4,47","29,20","77,67","1009,87","12,33"
2/21/2004,"5,07","28,53","77,67","1010,90","11,00"
2/22/2004,"4,53","28,60","76,00","1011,37","9,33"
2/23/2004,"4,20","29,07","73,67","1012,03","11,00"
2/24/2004,"4,30","28,93","73,00","1011,90","10,67"
2/25/2004,"3,70","28,03","83,00","1011,57","12,33"
2/26/2004,"4,63","27,53","83,00","1011,67","10,67"
2/27/2004,"2,30","27,60","80,33","1012,50","9,33"
2/28/2004,"3,27","28,80","74,33","1010,73","9,33"
2/29/2004,"4,90","28,93","80,33","1010,60","12,33"
3/1/2004,"5,13","29,07","77,33","1010,77","11,00"
3/2/2004,"4,03","29,33","74,67","1010,33","12,33"
3/3/2004,"4,47","29,33","71,33","1011,10","10,67"
3/4/2004,"4,23","29,27","71,00","1011,07","19,67"
3/5/2004,"5,00","29,73","69,00","1011,57","9,33"
3/6/2004,"4,37","28,00","77,00","1011,03","11,00"
3/7/2004,"3,07","26,13","85,67","1011,93","13,67"
3/8/2004,"3,27","26,20","87,33","1012,53","17,00"
3/9/2004,"3,63","27,80","76,67","1012,60","10,67"
3/10/2004,"4,57","28,67","74,67","1012,70","11,00"
3/11/2004,"3,03","28,53","76,67","1011,77","10,67"
3/12/2004,"3,20","29,00","76,33","1010,30","9,33"
3/13/2004,"4,60","29,40","69,67","1010,97","9,33"
3/14/2004,"4,83","29,53","72,33","1011,23","12,33"
3/15/2004,"5,37","29,33","70,67","1010,37","9,33"
3/16/2004,"3,40","28,20","78,00","1010,03","9,33"
3/17/2004,"4,03","29,47","74,33","1009,17","9,33"
3/18/2004,"4,97","29,53","74,33","1009,60","11,00"
3/19/2004,"4,30","29,87","69,67","1010,17","11,00"
3/20/2004,"4,27","29,80","70,33","1009,67","12,33"
3/21/2004,"5,43","29,60","70,67","1009,33","9,33"
3/22/2004,"5,60","29,67","74,67","1009,37","11,00"
3/23/2004,"5,20","28,33","79,67","1010,10","11,00"
3/24/2004,"4,33","29,87","75,00","1009,97","12,33"
3/25/2004,"4,83","30,20","65,33","1009,17","12,33"
3/26/2004,"3,77","29,27","72,67","1009,80","16,67"
3/27/2004,"4,33","29,87","67,33","1008,87","10,67"
3/28/2004,"5,63","31,00","66,00","1008,90","13,67"
3/29/2004,"4,93","30,73","60,00","1009,93","13,67"
3/30/2004,"4,30","29,73","64,00","1011,50","10,67"
3/31/2004,"5,10","29,27","69,00","1012,53","10,67"
4/1/2004,"3,80","29,67","72,33","1012,03","10,67"
4/2/2004,"4,27","29,80","71,33","1011,77","9,33"
4/3/2004,"5,03","30,07","68,67","1011,83","9,33"
4/4/2004,"4,97","29,93","71,67","1012,23","9,33"
4/5/2004,"3,67","28,60","78,67","1012,27","10,67"
4/6/2004,"4,33","29,07","74,33","1011,33","9,33"
4/7/2004,"4,90","29,77","72,33","1010,03","10,67"
4/8/2004,"3,97","29,50","73,33","1011,03","9,33"
4/9/2004,"5,53","29,07","75,67","1011,80","11,00"
4/10/2004,"3,40","30,30","71,00","1009,57","9,33"
4/11/2004,"5,60","29,80","74,33","1007,80","9,33"
4/12/2004,"5,60","29,93","66,67","1007,80","9,33"
4/13/2004,"4,07","29,40","65,33","1010,23","6,33"
4/14/2004,"5,33","29,67","70,00","1010,97","3,00"
4/15/2004,"5,33","29,87","71,67","1010,47","0,00"
4/16/2004,"5,00","29,93","71,00","1010,73","0,00"
4/17/2004,"4,67","29,87","70,00","1011,90","11,00"
4/18/2004,"5,53","30,07","69,00","1012,03","11,00"
4/19/2004,"5,93","30,00","69,67","1011,40","12,33"
4/20/2004,"4,23","29,13","72,00","1010,60","19,67"
4/21/2004,"5,30","27,93","72,67","1010,87","13,67"
4/22/2004,"3,40","27,07","83,33","1010,70","16,67"
4/23/2004,"2,33","28,07","80,00","1009,20","13,67"
4/24/2004,"4,53","27,93","77,33","1009,07","9,33"
4/25/2004,"3,27","27,53","80,00","1009,97","12,33"
4/26/2004,"2,30","26,67","86,00","1011,33","15,00"
4/27/2004,"3,53","28,93","77,33","1012,30","11,00"
4/28/2004,"5,07","28,87","71,33","1013,03","9,33"
4/29/2004,"3,90","29,07","74,33","1012,17","13,67"
4/30/2004,"6,00","28,67","70,67","1011,53","12,33"
5/1/2004,"5,40","29,53","74,33","1010,97","12,33"
5/2/2004,"5,53","30,67","59,67","1010,37","9,33"
5/3/2004,"4,13","27,60","76,00","1011,27","15,33"
5/4/2004,"4,13","27,47","74,67","1011,00","13,67"
5/5/2004,"4,70","26,27","86,33","1012,70","10,67"
5/6/2004,"5,13","27,07","83,67","1012,80","15,33"
5/7/2004,"4,00","28,33","80,00","1012,97","16,67"
5/8/2004,"4,53","29,13","77,67","1012,47","14,00"
5/9/2004,"4,10","28,80","74,67","1011,90","9,33"
5/10/2004,"3,27","29,07","75,33","1011,47","9,33"
5/11/2004,"4,73","29,20","74,67","1011,80","9,33"
5/12/2004,"3,77","29,07","69,33","1011,97","7,67"
5/13/2004,"3,20","29,07","72,00","1011,70","11,00"
5/14/2004,"5,03","29,33","72,33","1010,83","9,33"
5/15/2004,"6,67","29,13","72,67","1010,50","11,00"
5/16/2004,"4,23","29,13","71,67","1010,47","19,67"
5/17/2004,"4,70","28,60","73,00","1010,93","11,00"
5/18/2004,"4,60","29,33","69,33","1011,60","10,67"
5/19/2004,"5,00","29,20","72,00","1013,50","21,33"
5/20/2004,"5,57","28,53","73,67","1014,03","14,00"
5/21/2004,"3,63","29,20","74,33","1012,93","11,00"
5/22/2004,"4,90","30,67","65,67","1011,27","13,67"
5/23/2004,"4,77","29,07","69,33","1012,93","11,00"
5/24/2004,"3,80","28,93","73,00","1013,67","10,67"
5/25/2004,"4,00","29,13","72,00","1013,80","11,00"
5/26/2004,"4,53","29,13","72,50","1012,93","19,67"
5/27/2004,"4,73","29,20","71,67","1012,80","11,00"
5/28/2004,"4,97","29,20","71,33","1013,60","9,33"
5/29/2004,"5,80","29,07","73,00","1013,60","11,00"
5/30/2004,"4,73","28,53","71,00","1013,57","9,33"
5/31/2004,"2,73","27,20","78,33","1013,07","13,67"
6/1/2004,"3,33","27,07","82,00","1013,70","9,33"
6/2/2004,"3,47","28,13","76,00","1014,17","19,67"
6/3/2004,"3,53","28,60","73,00","1013,90","9,33"
6/4/2004,"2,87","27,53","75,33","1013,43","22,67"
6/5/2004,"4,30","27,93","73,00","1013,20","10,67"
6/6/2004,"4,77","28,93","73,33","1013,33","11,00"
6/7/2004,"5,10","27,53","74,00","1014,57","9,33"
6/8/2004,"5,80","29,27","66,33","1014,23","12,33"
6/9/2004,"4,67","27,27","74,00","1015,00","12,33"
6/10/2004,"5,40","29,47","68,33","1014,43","13,67"
6/11/2004,"3,20","25,80","81,00","1015,50","15,00"
6/12/2004,"3,60","27,60","80,33","1015,80","12,33"
6/13/2004,"4,37","28,60","65,00","1015,20","21,33"
6/14/2004,"5,00","28,53","79,00","1014,97","12,33"
6/15/2004,"5,80","27,67","74,33","1015,63","10,67"
6/16/2004,"4,97","27,80","72,67","1014,30","21,33"
6/17/2004,"4,60","28,27","72,00","1013,77","19,67"
6/18/2004,"3,97","26,40","81,33","1015,67","16,67"
6/19/2004,"2,37","26,80","82,00","1016,37","13,67"
6/20/2004,"4,20","28,60","75,33","1015,40","12,33"
6/21/2004,"6,70","27,53","76,00","1014,83","15,33"
6/22/2004,"3,90","25,00","85,00","1015,60","12,33"
6/23/2004,"5,03","27,47","71,67","1015,60","15,33"
6/24/2004,"4,87","27,73","72,00","1014,70","13,67"
6/25/2004,"4,07","28,33","69,67","1013,73","9,33"
6/26/2004,"3,03","27,87","75,00","1013,90","16,67"
6/27/2004,"4,00","25,93","81,00","1014,00","13,67"
6/28/2004,"2,97","25,00","85,00","1014,07","11,00"
6/29/2004,"3,13","26,40","81,00","1014,33","10,67"
6/30/2004,"5,37","26,67","85,33","1013,67","10,67"
7/1/2004,"5,13","27,47","73,67","1013,63","9,33"
7/2/2004,"4,97","26,53","80,33","1013,43","12,33"
7/3/2004,"3,40","24,47","89,00","1013,40","12,00"
7/4/2004,"2,90","26,67","81,00","1013,53","13,67"
7/5/2004,"4,70","27,67","74,67","1013,47","9,33"
7/6/2004,"4,70","27,73","78,33","1013,27","11,00"
7/7/2004,"6,07","27,93","74,00","1011,90","9,33"
7/8/2004,"5,17","27,93","76,67","1012,30","12,33"
7/9/2004,"4,40","27,80","74,33","1012,70","9,33"
7/10/2004,"4,13","27,87","79,67","1012,67","9,33"
7/11/2004,"3,90","28,20","72,67","1012,97","9,33"
7/12/2004,"3,57","27,73","69,67","1011,73","9,33"
7/13/2004,"5,30","26,73","71,00","1012,30","13,67"
7/14/2004,"4,50","26,07","76,33","1013,27","15,33"
7/15/2004,"4,30","26,40","75,67","1014,13","11,00"
7/16/2004,"2,97","26,07","79,67","1013,63","3,00"
7/17/2004,"4,80","26,53","77,33","1014,10","9,33"
7/18/2004,"5,10","27,47","76,67","1014,33","11,00"
7/19/2004,"5,33","28,27","67,67","1015,60","9,33"
7/20/2004,"4,20","28,00","74,00","1013,63","11,00"
7/21/2004,"5,50","27,80","70,00","1012,23","10,67"
7/22/2004,"5,20","28,00","73,67","1012,17","12,33"
7/23/2004,"4,20","27,87","65,33","1012,77","4,67"
7/24/2004,"4,17","29,27","62,00","1014,43","10,67"
7/25/2004,"5,40","28,20","70,00","1015,07","12,00"
7/26/2004,"4,63","27,47","72,67","1014,63","15,33"
7/27/2004,"2,97","28,13","66,33","1015,33","18,00"
7/28/2004,"4,80","28,40","66,67","1014,30","15,00"
7/29/2004,"5,10","28,53","71,33","1013,73","13,67"
7/30/2004,"5,33","28,13","73,33","1015,03","11,00"
7/31/2004,"4,20","28,53","70,33","1015,50","9,33"
8/1/2004,"5,50","29,03","70,67","1014,40","9,33"
8/2/2004,"7,17","29,20","61,67","1014,67","12,33"
8/3/2004,"6,47","29,80","63,00","1014,40","12,33"
8/4/2004,"4,90","29,47","65,00","1014,47","9,33"
8/5/2004,"6,33","30,27","59,00","1013,80","12,33"
8/6/2004,"5,83","27,27","70,67","1014,63","11,00"
8/7/2004,"5,30","28,07","69,33","1015,93","7,67"
8/8/2004,"6,80","27,40","71,00","1015,93","10,67"
8/9/2004,"6,70","27,73","67,33","1014,87","13,67"
8/10/2004,"5,13","29,80","60,00","1014,83","15,33"
8/11/2004,"6,90","29,53","59,00","1015,20","15,33"
8/12/2004,"5,77","28,13","63,67","1015,70","15,33"
8/13/2004,"4,47","28,67","58,00","1015,63","9,33"
8/14/2004,"6,00","29,00","55,00","1014,97","12,33"
8/15/2004,"6,33","28,47","64,00","1015,37","12,33"
8/16/2004,"4,97","27,13","72,67","1015,47","9,33"
8/17/2004,"6,70","27,60","66,00","1014,47","10,67"
8/18/2004,"5,50","28,40","65,00","1014,23","9,33"
8/19/2004,"4,43","28,27","70,33","1015,37","10,67"
8/20/2004,"7,03","29,47","56,00","1015,23","13,67"
8/21/2004,"7,40","30,00","53,67","1014,07","14,00"
8/22/2004,"6,33","28,00","66,33","1013,90","9,33"
8/23/2004,"5,87","27,40","69,33","1014,20","11,00"
8/24/2004,"5,83","27,80","66,67","1014,37","9,33"
8/25/2004,"6,13","27,33","73,67","1013,03","9,33"
8/26/2004,"7,10","28,00","67,00","1012,87","7,67"
8/27/2004,"6,17","28,80","62,00","1012,87","12,33"
8/28/2004,"6,97","29,33","60,00","1013,10","9,33"
8/29/2004,"4,77","28,67","72,33","1013,47","7,67"
8/30/2004,"4,63","28,00","71,67","1013,50","7,67"
8/31/2004,"6,73","27,73","68,33","1013,97","9,33"
9/1/2004,"6,00","29,73","57,00","1014,50","14,00"
9/2/2004,"7,63","30,20","60,33","1014,23","12,33"
9/3/2004,"6,97","29,20","59,33","1013,80","12,33"
9/4/2004,"6,67","28,00","63,33","1013,00","12,33"
9/5/2004,"7,73","29,13","56,33","1008,23","12,33"
9/6/2004,"5,53","28,13","63,33","1010,97","11,00"
9/7/2004,"6,27","31,13","61,67","1009,97","13,67"
9/8/2004,"7,47","27,70","60,67","1010,00","12,33"
9/9/2004,"7,37","28,27","61,67","1010,83","11,00"
9/10/2004,"7,00","28,27","63,33","1012,10","11,00"
9/11/2004,"5,40","27,73","68,67","1012,23","9,33"
9/12/2004,"6,57","28,20","65,67","1013,67","7,67"
9/13/2004,"8,23","30,00","58,67","1014,70","12,33"
9/14/2004,"6,40","29,07","59,00","1012,60","11,00"
9/15/2004,"7,47","28,20","64,33","1014,40","9,33"
9/16/2004,"8,23","28,20","67,00","1012,67","11,00"
9/17/2004,"6,03","29,40","59,33","1013,13","12,33"
9/18/2004,"6,33","30,27","56,33","1013,00","10,67"
9/19/2004,"6,63","29,60","64,00","1012,80","10,67"
9/20/2004,"6,93","28,27","64,00","1012,50","9,33"
9/21/2004,"6,30","28,33","65,33","1013,30","9,33"
9/22/2004,"5,97","27,67","74,33","1014,13","11,00"
9/23/2004,"6,03","27,93","64,67","1014,70","9,33"
9/24/2004,"6,83","27,13","70,00","1013,97","9,33"
9/25/2004,"6,30","27,73","72,00","1013,47","9,33"
9/26/2004,"5,50","27,33","75,67","1013,33","9,33"
9/27/2004,"6,93","28,53","65,33","1013,40","9,33"
9/28/2004,"6,40","28,87","64,33","1012,10","10,67"
9/29/2004,"7,40","28,13","67,33","1011,77","9,33"
9/30/2004,"7,17","28,00","69,00","1011,53","7,67"
10/1/2004,"7,83","28,20","66,33","1011,63","9,33"
10/2/2004,"7,97","28,27","70,33","1011,70","9,33"
10/3/2004,"7,40","28,07","72,67","1011,57","7,67"
10/4/2004,"7,13","28,07","69,67","1011,23","9,33"
10/5/2004,"7,47","27,93","71,67","1011,30","9,33"
10/6/2004,"5,90","28,13","67,33","1012,47","6,33"
10/7/2004,"5,80","28,07","71,00","1012,23","6,33"
10/8/2004,"6,77","28,53","67,67","1012,13","7,67"
10/9/2004,"6,47","29,60","56,67","1013,27","12,33"
10/10/2004,"5,50","29,67","65,00","1013,63","12,33"
10/11/2004,"5,87","28,93","62,00","1012,40","14,00"
10/12/2004,"6,90","28,60","69,33","1011,53","12,33"
10/13/2004,"7,37","28,40","63,33","1011,03","12,33"
10/14/2004,"6,63","28,27","67,00","1011,30","11,00"
10/15/2004,"8,00","28,47","63,00","1011,63","10,67"
10/16/2004,"7,00","28,60","62,67","1011,70","11,00"
10/17/2004,"7,90","28,33","64,00","1011,03","11,00"
10/18/2004,"6,63","28,93","66,67","1010,80","12,33"
10/19/2004,"7,50","28,87","63,33","1011,33","12,33"
10/20/2004,"5,00","28,67","66,33","1012,20","10,67"
10/21/2004,"6,40","28,87","62,67","1012,27","7,67"
10/22/2004,"7,13","28,60","67,00","1011,20","11,00"
10/23/2004,"6,80","28,67","66,00","1010,53","12,33"
10/24/2004,"4,87","28,20","69,33","1010,33","11,00"
10/25/2004,"6,77","28,20","70,33","1010,87","7,67"
10/26/2004,"6,07","28,87","67,33","1010,97","7,67"
10/27/2004,"4,77","28,73","68,33","1012,43","7,67"
10/28/2004,"4,53","28,33","68,33","1012,67","11,00"
10/29/2004,"7,50","29,33","61,67","1011,53","9,33"
10/30/2004,"6,67","29,20","66,67","1011,93","12,33"
10/31/2004,"7,03","29,53","59,00","1012,27","12,33"
11/1/2004,"8,23","28,53","72,33","1012,20","11,00"
11/2/2004,"7,13","29,80","67,33","1010,73","10,67"
11/3/2004,"7,97","29,00","68,00","1010,63","11,00"
11/4/2004,"7,87","28,60","65,00","1011,07","10,67"
11/5/2004,"6,70","28,60","66,00","1010,93","11,00"
11/6/2004,"6,83","28,60","65,33","1010,70","9,33"
11/7/2004,"6,63","28,93","74,00","1010,10","11,00"
11/8/2004,"7,63","29,27","70,67","1010,47","10,67"
11/9/2004,"8,30","28,87","67,00","1010,63","11,00"
11/10/2004,"7,20","29,00","62,00","1010,47","9,33"
11/11/2004,"7,07","28,93","70,33","1010,33","11,00"
11/12/2004,"6,40","28,13","70,67","1010,03","9,33"
11/13/2004,"6,57","28,67","73,33","1009,70","9,33"
11/14/2004,"6,37","29,13","71,33","1009,93","9,33"
11/15/2004,"7,37","27,73","70,67","1010,83","10,67"
11/16/2004,"6,97","26,67","75,00","1011,80","11,00"
11/17/2004,"6,47","29,00","62,67","1012,13","12,33"
11/18/2004,"5,90","29,60","65,00","1012,07","10,67"
11/19/2004,"6,37","29,87","66,33","1011,50","9,33"
11/20/2004,"6,07","28,47","73,33","1011,90","7,67"
11/21/2004,"5,13","28,93","71,67","1012,20","7,67"
11/22/2004,"4,00","29,00","68,33","1012,30","7,67"
11/23/2004,"5,13","28,53","71,33","1011,97","9,33"
11/24/2004,"6,77","28,53","72,33","1011,50","9,33"
11/25/2004,"5,13","28,73","66,00","1010,90","11,00"
11/26/2004,"6,50","28,60","66,00","1009,43","9,33"
11/27/2004,"4,63","28,67","71,33","1010,47","11,00"
11/28/2004,"5,57","28,60","70,33","1010,90","4,67"
11/29/2004,"6,00","28,73","76,33","1010,63","7,67"
11/30/2004,"5,70","28,67","69,33","1010,67","7,67"
12/1/2004,"5,47","28,53","69,00","1009,87","7,67"
12/2/2004,"7,07","28,80","65,33","1009,47","9,33"
12/3/2004,"6,57","29,20","66,00","1009,87","12,33"
12/4/2004,"7,60","29,33","65,00","1011,70","9,33"
12/5/2004,"6,40","29,07","68,67","1011,00","11,00"
12/6/2004,"5,87","29,00","66,67","1010,43","9,33"
12/7/2004,"5,27","28,87","66,67","1011,00","9,33"
12/8/2004,"4,90","29,13","67,33","1011,40","7,67"
12/9/2004,"5,97","28,87","70,67","1010,87","21,33"
12/10/2004,"5,33","28,60","64,67","1010,50","18,00"
12/11/2004,"4,33","28,60","71,67","1010,43","18,00"
12/12/2004,"5,80","29,27","67,33","1010,63","7,67"
12/13/2004,"4,80","28,60","67,67","1010,10","7,67"
12/14/2004,"5,87","29,33","62,00","1011,60","9,33"
12/15/2004,"5,47","28,40","72,00","1011,03","9,33"
12/16/2004,"6,10","28,53","61,67","1010,30","19,67"
12/17/2004,"7,57","28,60","66,33","1009,93","11,00"
12/18/2004,"7,37","29,20","62,67","1010,60","9,33"
12/19/2004,"7,70","29,07","68,00","1011,90","6,33"
12/20/2004,"6,73","28,67","69,00","1012,13","6,33"
12/21/2004,"6,73","28,80","69,00","1010,77","6,33"
12/22/2004,"7,20","28,73","64,67","1009,53","6,33"
12/23/2004,"6,10","29,13","67,33","1009,40","6,33"
12/24/2004,"8,20","28,93","67,33","1008,73","6,33"
12/25/2004,"5,97","28,27","72,67","1010,00","8,00"
12/26/2004,"5,37","28,13","71,00","1010,73","6,33"
12/27/2004,"5,10","28,00","69,33","1009,93","8,00"
12/28/2004,"5,80","28,87","64,67","1010,53","6,33"
12/29/2004,"4,57","29,00","72,33","1012,57","6,33"
12/30/2004,"5,33","29,27","69,00","1012,90","6,33"
12/31/2004,"6,10","28,87","65,67","1011,97","6,33"
1/1/2005,"5,73","28,40","66,00","1011,07","7,67"
1/2/2005,"5,20","28,93","68,33","1012,13","9,00"
1/3/2005,"5,17","28,07","72,33","1011,93","7,67"
1/4/2005,"6,07","29,07","66,33","1011,07","9,33"
1/5/2005,"6,07","29,47","64,00","1010,83","8,00"
1/6/2005,"5,07","29,00","67,33","1010,33","7,67"
1/7/2005,"5,03","28,80","63,33","1010,43","9,33"
1/8/2005,"3,50","28,87","72,00","1009,97","8,00"
1/9/2005,"5,40","29,27","67,67","1010,17","5,00"
1/10/2005,"5,43","29,27","69,33","1009,40","8,00"
1/11/2005,"4,50","29,33","65,33","1010,33","8,00"
1/12/2005,"4,07","28,80","74,67","1010,63","8,00"
1/13/2005,"5,73","29,33","73,00","1010,17","7,67"
1/14/2005,"6,13","29,67","72,67","1009,37","8,00"
1/15/2005,"4,43","29,87","65,67","1008,93","7,67"
1/16/2005,"4,40","29,47","71,67","1008,93","8,00"
1/17/2005,"5,93","29,13","68,00","1008,73","8,00"
1/18/2005,"4,57","29,60","67,67","1007,97","8,00"
1/19/2005,"4,33","29,60","68,00","1009,03","6,33"
1/20/2005,"3,00","28,73","74,00","1010,70","6,33"
1/21/2005,"4,13","29,87","68,33","1010,97","6,33"
1/22/2005,"3,53","29,67","74,67","1010,57","6,33"
1/23/2005,"3,53","29,40","72,33","1010,47","5,00"
1/24/2005,"5,40","29,20","78,33","1010,37","6,33"
1/25/2005,"4,37","29,20","76,67","1010,67","6,33"
1/26/2005,"4,00","29,13","77,00","1011,67","5,00"
1/27/2005,"4,43","29,60","73,00","1011,63","6,33"
1/28/2005,"3,30","28,67","72,67","1010,77","6,33"
1/29/2005,"3,80","29,47","67,00","1009,13","6,33"
1/30/2005,"4,37","29,33","67,67","1008,90","6,33"
1/31/2005,"3,87","29,00","64,33","1008,53","6,33"
2/1/2005,"5,23","29,73","68,33","1008,03","8,00"
2/2/2005,"6,10","30,33","65,67","1007,83","9,33"
2/3/2005,"5,53","30,40","68,33","1008,93","9,33"
2/4/2005,"5,30","30,40","64,67","1010,03","9,33"
2/5/2005,"4,73","29,93","70,33","1011,23","8,00"
2/6/2005,"3,90","30,07","65,33","1010,37","8,00"
2/7/2005,"4,00","29,60","66,33","1009,80","6,33"
2/8/2005,"4,43","29,13","65,33","1009,77","6,33"
2/9/2005,"3,47","29,53","68,67","1009,47","6,33"
2/10/2005,"5,23","29,53","63,67","1008,73","5,00"
2/11/2005,"3,90","29,13","69,00","1009,37","6,33"
2/12/2005,"5,07","29,13","68,00","1010,23","6,33"
2/13/2005,"5,67","29,33","74,33","1010,43","6,33"
2/14/2005,"6,03","30,33","69,00","1009,50","6,33"
2/15/2005,"4,17","28,60","83,33","1008,27","6,33"
2/16/2005,"4,83","28,80","76,33","1008,80","6,33"
2/17/2005,"4,47","29,33","76,67","1009,50","6,33"
2/18/2005,"6,67","30,00","66,67","1009,80","8,00"
2/19/2005,"5,80","30,00","68,67","1010,17","6,33"
2/20/2005,"3,07","30,13","66,00","1009,63","8,00"
2/21/2005,"3,93","30,13","68,00","1008,53","8,00"
2/22/2005,"3,47","29,53","69,33","1010,03","6,33"
2/23/2005,"3,33","30,13","68,33","1010,87","8,00"
2/24/2005,"4,53","30,27","65,67","1011,63","8,00"
2/25/2005,"4,00","30,33","70,00","1010,63","8,00"
2/26/2005,"5,07","30,73","63,33","1010,23","8,00"
2/27/2005,"5,13","30,40","69,33","1010,43","8,00"
2/28/2005,"4,53","30,67","63,67","1011,13","6,33"
3/1/2005,"3,83","30,67","68,67","1010,57","6,33"
3/2/2005,"4,87","30,27","68,33","1010,30","8,00"
3/3/2005,"4,60","30,67","69,33","1010,53","8,00"
3/4/2005,"4,70","30,47","61,00","1012,03","6,33"
3/5/2005,"2,73","30,40","63,67","1012,10","11,00"
3/6/2005,"2,40","30,33","63,67","1010,60","8,00"
3/7/2005,"5,03","30,20","67,00","1010,40","11,00"
3/8/2005,"5,00","30,00","64,33","1010,27","8,00"
3/9/2005,"4,37","29,67","67,33","1010,33","11,00"
3/10/2005,"2,37","29,80","70,33","1011,10","9,33"
3/11/2005,"3,47","29,80","71,00","1011,47","6,33"
3/12/2005,"2,83","29,87","72,33","1011,23","6,33"
3/13/2005,"3,70","29,73","74,33","1009,80","8,00"
3/14/2005,"3,90","30,27","62,67","1009,43","8,00"
3/15/2005,"5,40","30,00","68,33","1008,83","6,33"
3/16/2005,"4,37","30,00","65,67","1010,30","8,00"
3/17/2005,"2,73","29,67","71,33","1010,03","8,00"
3/18/2005,"2,57","29,93","67,00","1010,43","6,33"
3/19/2005,"3,10","29,33","73,33","1011,30","7,67"
3/20/2005,"3,53","29,33","74,67","1011,87","9,33"
3/21/2005,"2,97","29,67","71,00","1011,63","5,00"
3/22/2005,"2,13","30,40","67,67","1011,23","8,00"
3/23/2005,"3,33","29,40","71,33","1012,03","8,00"
3/24/2005,"4,50","29,00","75,67","1012,47","8,00"
3/25/2005,"3,40","28,30","80,00","1011,67","8,00"
3/26/2005,"3,87","28,73","72,33","1011,03","8,00"
3/27/2005,"3,50","28,27","79,00","1010,53","8,00"
3/28/2005,"2,73","27,07","84,67","1011,20","14,00"
3/29/2005,"2,17","28,00","83,67","1010,50","9,33"
3/30/2005,"3,47","27,13","84,67","1010,87","9,33"
3/31/2005,"3,23","28,93","80,00","1010,53","8,00"
4/1/2005,"4,10","28,47","75,00","1011,37","6,33"
4/2/2005,"4,20","29,00","77,00","1011,37","8,00"
4/3/2005,"5,53","28,87","76,00","1012,20","8,00"
4/4/2005,"3,23","29,60","75,67","1012,10","8,00"
4/5/2005,"2,47","29,80","67,67","1011,73","8,00"
4/6/2005,"3,53","29,87","71,67","1011,33","8,00"
4/7/2005,"2,67","30,40","70,33","1010,23","8,00"
4/8/2005,"1,97","29,53","69,33","1009,93","11,00"
4/9/2005,"2,87","29,53","68,00","1009,87","8,00"
